"Place","State","Latitude","Longitude","TotalPopulation","MalePopulation","FemalePopulation","MedianAge","AgricultureForestryandFishing","Mining","Manufacturing","ElectricityGasWaterWasteService","Construction","Wholesale","Retail","AccomodationFoodServices","TransportWarehousing","ITMediaTelecommunications","FinancialInsurance","RentalHiringRealEstate","ProfessionalScientificTechnical","AdministrativeSupport","PublicAdministration","EducationTraining","HealthCareSocial","ArtsRecreation","Other","MainEmployingIndustry","URL","bestImage"
"Gosford","NSW",-33.4246,151.3441,168323,81772,86551,41.6,0.7,0.4,7.6,1.1,9.1,3.5,11.7,6.9,4,2.4,3.6,1.8,6.6,3.4,6.5,7.9,15,1.6,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/04/07/3979673.htm","http://www.abc.net.au/reslib/201404/r1259643_16859756.jpg"
"Winton","QLD",-22.3826,143.0414,1380,734,646,43.4,30.7,1.5,1,1.3,7,2,8.7,6.5,5.4,0,0.6,0.4,0.9,1.6,13.6,5.6,7.5,0.9,1.9,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/04/04/3978762.htm","http://www.abc.net.au/reslib/201404/r1258984_16846142.JPG"
"Brisbane","QLD",NULL,NULL,1089879,541993,547886,34.6,0.3,1.5,7.1,1.2,6.7,3.8,9.1,6.5,5,1.7,4.1,1.9,11.1,3.4,7.9,9.1,12.9,1.5,3.4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/04/04/3978745.htm","http://www.abc.net.au/reslib/201404/r1258909_16844387.JPG"
"Mackay","QLD",-21.155,149.1664,115960,60205,55755,35.7,3.2,11.1,9.5,0.9,10.3,4.5,10.1,5.9,6.8,0.6,1.4,1.8,4.7,2.5,4,5.8,8.7,0.5,5.3,"Mining","http://www.abc.net.au/local/photos/2014/04/07/3979619.htm","http://www.abc.net.au/reslib/201404/r1259589_16858380.JPG"
"Townsville","QLD",-19.2643,146.8118,180114,90460,89654,33.2,0.5,2.9,7.6,1.6,9.9,3,10.7,6.9,5.1,1.4,1.6,1.6,4.7,3,11.9,8.1,12.5,1.3,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/04/04/3978764.htm","http://www.abc.net.au/reslib/201404/r1258897_16843901.jpg"
"Warrnambool","VIC",-38.3866,142.5053,32667,16050,16617,37.8,2.3,0.4,10.3,1.4,8.8,3.8,13.7,8.8,3.6,1.2,2.2,1.3,3.9,2.7,4.9,9.2,14.9,1.5,3.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/04/04/3978464.htm","http://www.abc.net.au/reslib/201404/r1258785_16841124.jpg"
"Winton","QLD",-22.3826,143.0414,1380,734,646,43.4,30.7,1.5,1,1.3,7,2,8.7,6.5,5.4,0,0.6,0.4,0.9,1.6,13.6,5.6,7.5,0.9,1.9,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/04/04/3978568.htm","http://www.abc.net.au/reslib/201404/r1258843_16842408.JPG"
"Orange","NSW",-33.2846,149.0988,39419,19425,19994,35.7,2,6.4,8.6,0.9,7.2,2.8,11.4,6.5,3.9,1,1.9,1.3,4.5,2.8,7,8.7,16.2,0.6,4.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/04/04/3978401.htm","http://www.abc.net.au/reslib/201404/r1258737_16839812.jpg"
"Burnie","TAS",-41.0573,145.9033,20164,9865,10299,38.5,2.9,4.2,12.2,0.8,6.2,3.3,13.4,7.1,4.8,1,1.8,1,3,3.7,7.4,8,12.8,0.6,4.4,"Retail Trade","http://www.abc.net.au/local/photos/2014/04/03/3977735.htm","http://www.abc.net.au/reslib/201404/r1258332_16830561.jpg"
"Esperance","WA",-33.8614,121.8811,13879,6888,6991,38,15.8,3.1,4.4,1.2,8.3,3.9,10.4,6.7,9.1,0.6,1.5,1.1,2.9,2.2,4.6,8.2,8.7,0.7,4.4,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/04/01/3976245.htm","http://www.abc.net.au/reslib/201110/r836266_7756176.jpg"
"Adelaide","SA",-34.9295,138.5982,20920,10863,10057,30.6,0.6,1.3,4.6,1.1,3.5,2.3,8.7,11.7,2,3,3.4,1.7,12.7,3.1,7.8,10.2,15.1,2.6,2.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/04/01/3976080.htm","http://www.abc.net.au/reslib/201404/r1257298_16807478.jpg"
"Mackay","QLD",-21.155,149.1664,115960,60205,55755,35.7,3.2,11.1,9.5,0.9,10.3,4.5,10.1,5.9,6.8,0.6,1.4,1.8,4.7,2.5,4,5.8,8.7,0.5,5.3,"Mining","http://www.abc.net.au/local/photos/2014/04/01/3976250.htm","http://www.abc.net.au/reslib/201404/r1257392_16809574.JPG"
"Brisbane","QLD",-27.4698,153.024,1089879,541993,547886,34.6,0.3,1.5,7.1,1.2,6.7,3.8,9.1,6.5,5,1.7,4.1,1.9,11.1,3.4,7.9,9.1,12.9,1.5,3.4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/04/01/3976029.htm","http://www.abc.net.au/reslib/201404/r1257250_16806261.jpg"
"Broken Hill","NSW",-31.958038,141.465138,19151,9401,9750,43.1,1.2,10.4,3.2,2.6,5.7,2.1,13.2,9.7,3.8,1,1.5,0.7,2.4,3.1,7.7,8.3,16.2,0.9,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/31/3975198.htm","http://www.abc.net.au/reslib/201403/r1256771_16795593.jpg"
"Brisbane","QLD",-27.4698,153.024,1089879,541993,547886,34.6,0.3,1.5,7.1,1.2,6.7,3.8,9.1,6.5,5,1.7,4.1,1.9,11.1,3.4,7.9,9.1,12.9,1.5,3.4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/31/3975031.htm","http://www.abc.net.au/reslib/201403/r1256604_16791075.JPG"
"Adelaide","SA",-34.915516,138.596115,20920,10863,10057,30.6,0.6,1.3,4.6,1.1,3.5,2.3,8.7,11.7,2,3,3.4,1.7,12.7,3.1,7.8,10.2,15.1,2.6,2.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/29/3974276.htm","http://www.abc.net.au/reslib/201403/r1256165_16781481.jpg"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/03/28/3973822.htm","http://www.abc.net.au/reslib/201403/r1255814_16774430.JPG"
"Orange","NSW",-33.2846,149.0988,39419,19425,19994,35.7,2,6.4,8.6,0.9,7.2,2.8,11.4,6.5,3.9,1,1.9,1.3,4.5,2.8,7,8.7,16.2,0.6,4.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/28/3973546.htm","http://www.abc.net.au/reslib/201403/r1255626_16770193.jpg"
"Melbourne","VIC",-37.815032,144.9622,100240,50401,49839,28.8,0.3,0.4,4.2,1,3,3.5,7.7,10.7,2.6,3.6,8.1,1.7,18.8,3.5,5,8.4,10,3.2,2.4,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/03/27/3972796.htm","http://www.abc.net.au/reslib/201403/r1255120_16759002.jpg"
"Denmark","WA",-34.9635,117.3561,5373,2639,2734,46.7,10.2,2.6,6.7,0.7,10.8,1.7,10.6,9.2,2.6,0.6,1.3,1.7,4.8,2.5,6.7,10.9,10.3,1.4,2.5,"Education & Training","http://www.abc.net.au/local/photos/2014/03/27/3972972.htm","http://www.abc.net.au/reslib/201403/r1255222_16761444.jpg"
"Orange","NSW",-33.2846,149.0988,39419,19425,19994,35.7,2,6.4,8.6,0.9,7.2,2.8,11.4,6.5,3.9,1,1.9,1.3,4.5,2.8,7,8.7,16.2,0.6,4.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/27/3972993.htm","http://www.abc.net.au/reslib/201403/r1255290_16763328.jpg"
"Brisbane","QLD",NULL,NULL,1089879,541993,547886,34.6,0.3,1.5,7.1,1.2,6.7,3.8,9.1,6.5,5,1.7,4.1,1.9,11.1,3.4,7.9,9.1,12.9,1.5,3.4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/27/3972921.htm","http://www.abc.net.au/reslib/201403/r1255243_16762052.JPG"
"Adelaide","SA",-34.915516,138.596115,20920,10863,10057,30.6,0.6,1.3,4.6,1.1,3.5,2.3,8.7,11.7,2,3,3.4,1.7,12.7,3.1,7.8,10.2,15.1,2.6,2.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/27/3972578.htm","http://www.abc.net.au/reslib/201403/r1255017_16756660.JPG"
"Burnie","TAS",-41.0573,145.9033,20164,9865,10299,38.5,2.9,4.2,12.2,0.8,6.2,3.3,13.4,7.1,4.8,1,1.8,1,3,3.7,7.4,8,12.8,0.6,4.4,"Retail Trade","http://www.abc.net.au/local/photos/2014/03/25/3971059.htm","http://www.abc.net.au/reslib/201403/r1253993_16734310.jpg"
"Carnamah","WA",-29.6899,115.8845,554,293,261,42.9,29.1,6.4,3,1.1,4.5,6.8,7.9,2.3,5.3,1.1,2.6,0,1.1,0,9.8,9.4,3.8,0,3.4,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/03/26/3971847.htm","http://www.abc.net.au/reslib/201403/r1254483_16745526.jpg"
"Esperance","WA",-33.8614,121.8811,13879,6888,6991,38,15.8,3.1,4.4,1.2,8.3,3.9,10.4,6.7,9.1,0.6,1.5,1.1,2.9,2.2,4.6,8.2,8.7,0.7,4.4,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/03/26/3971774.htm","http://www.abc.net.au/reslib/201403/r1254456_16744699.jpg"
"Sydney","NSW",-33.8631,151.2043,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/03/24/3970291.htm","http://www.abc.net.au/reslib/201403/r1253620_16726433.jpg"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/03/25/3970848.htm","http://www.abc.net.au/reslib/201403/r1253946_16733043.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/21/3969027.htm","http://www.abc.net.au/reslib/201403/r1252770_16709115.jpg"
"Mount Isa","QLD",-20.7287,139.4897,22079,11792,10287,30.3,1.2,31.4,4.6,1.3,5.7,2.6,8.1,5.1,3.8,0.6,0.8,1.4,2.2,2.9,6,6.9,9.3,0.3,3.6,"Mining","http://www.abc.net.au/local/photos/2014/03/03/3955563.htm","http://www.abc.net.au/reslib/201403/r1244381_16527244.jpg"
"Mount Isa","QLD",-20.7287,139.4897,22079,11792,10287,30.3,1.2,31.4,4.6,1.3,5.7,2.6,8.1,5.1,3.8,0.6,0.8,1.4,2.2,2.9,6,6.9,9.3,0.3,3.6,"Mining","http://www.abc.net.au/local/photos/2014/03/04/3956545.htm","http://www.abc.net.au/reslib/201403/r1244250_16524701.jpg"
"Gosford","NSW",-33.4246,151.3441,168323,81772,86551,41.6,0.7,0.4,7.6,1.1,9.1,3.5,11.7,6.9,4,2.4,3.6,1.8,6.6,3.4,6.5,7.9,15,1.6,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/24/3969893.htm","http://www.abc.net.au/reslib/201403/r1253413_16721444.jpg"
"Albury","NSW",-36.0765,146.9227,49451,24130,25321,37.3,1,0.2,12.6,0.8,8.6,3.3,12.6,7.9,4.2,1.3,2.1,1.3,4.5,2.8,7.5,8.7,13.7,1,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/21/3968890.htm","http://www.abc.net.au/reslib/201403/r1252085_16693077.jpg"
"Adelaide","SA",-34.9195956,138.5981512,20920,10863,10057,30.6,0.6,1.3,4.6,1.1,3.5,2.3,8.7,11.7,2,3,3.4,1.7,12.7,3.1,7.8,10.2,15.1,2.6,2.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/21/3968634.htm","http://www.abc.net.au/reslib/201403/r1252629_16705916.jpg"
"Brisbane","QLD",-27.4698,153.024,1089879,541993,547886,34.6,0.3,1.5,7.1,1.2,6.7,3.8,9.1,6.5,5,1.7,4.1,1.9,11.1,3.4,7.9,9.1,12.9,1.5,3.4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/21/3969035.htm","http://www.abc.net.au/reslib/201403/r1252735_16708417.jpg"
"Mackay","QLD",-21.155,149.1664,115960,60205,55755,35.7,3.2,11.1,9.5,0.9,10.3,4.5,10.1,5.9,6.8,0.6,1.4,1.8,4.7,2.5,4,5.8,8.7,0.5,5.3,"Mining","http://www.abc.net.au/local/photos/2014/03/21/3968980.htm","http://www.abc.net.au/reslib/201403/r1252753_16708777.jpg"
"Townsville","QLD",-19.2643,146.8118,180114,90460,89654,33.2,0.5,2.9,7.6,1.6,9.9,3,10.7,6.9,5.1,1.4,1.6,1.6,4.7,3,11.9,8.1,12.5,1.3,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/20/3968104.htm","http://www.abc.net.au/reslib/201403/r1252070_16692436.jpg"
"Mount Isa","QLD",-20.7287,139.4897,22079,11792,10287,30.3,1.2,31.4,4.6,1.3,5.7,2.6,8.1,5.1,3.8,0.6,0.8,1.4,2.2,2.9,6,6.9,9.3,0.3,3.6,"Mining","http://www.abc.net.au/local/photos/2014/03/21/3968641.htm","http://www.abc.net.au/reslib/201403/r1252485_16702266.jpg"
"Launceston","TAS",-41.447,147.1386,67154,33135,34019,37.7,1.7,0.6,9.4,1.3,7.1,3.9,12.4,8.4,4.5,1.5,3.3,1.3,4.3,2.9,6.8,10.2,13,1.6,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/20/3968163.htm","http://www.abc.net.au/reslib/201403/r1252466_16701938.jpg"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/03/21/3968672.htm","http://www.abc.net.au/reslib/201403/r1252502_16703010.jpg"
"Sydney","NSW",-33.8631,151.2043,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/03/20/3962781.htm","http://www.abc.net.au/reslib/201403/r1248833_16621938.jpg"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/03/20/3963021.htm","http://www.abc.net.au/reslib/201403/r1252293_16698248.jpg"
"Townsville","QLD",-19.2643,146.8118,180114,90460,89654,33.2,0.5,2.9,7.6,1.6,9.9,3,10.7,6.9,5.1,1.4,1.6,1.6,4.7,3,11.9,8.1,12.5,1.3,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/20/3967740.htm","http://www.abc.net.au/reslib/201403/r1251893_16688696.jpg"
"Brisbane","QLD",-27.4698,153.024,1089879,541993,547886,34.6,0.3,1.5,7.1,1.2,6.7,3.8,9.1,6.5,5,1.7,4.1,1.9,11.1,3.4,7.9,9.1,12.9,1.5,3.4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/18/3966430.htm","http://www.abc.net.au/reslib/201403/r1251068_16670632.jpg"
"Mackay","QLD",-21.155,149.1664,115960,60205,55755,35.7,3.2,11.1,9.5,0.9,10.3,4.5,10.1,5.9,6.8,0.6,1.4,1.8,4.7,2.5,4,5.8,8.7,0.5,5.3,"Mining","http://www.abc.net.au/local/photos/2014/03/18/3966446.htm","http://www.abc.net.au/reslib/201403/r1251066_16670559.jpg"
"Gympie","QLD",-26.1907,152.6571,46837,23395,23442,42.9,8.8,2.1,11.5,1,9.1,3.1,12,6.8,4.6,0.7,1.3,1.4,3.3,2.7,5.4,7.8,11.1,0.8,4.2,"Retail Trade","http://www.abc.net.au/local/photos/2014/03/12/3961966.htm","http://www.abc.net.au/reslib/201403/r1248883_16623412.JPG"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/03/07/3958918.htm","http://www.abc.net.au/reslib/201403/r1246189_16565557.jpg"
"Albury","NSW",-36.0765,146.9227,49451,24130,25321,37.3,1,0.2,12.6,0.8,8.6,3.3,12.6,7.9,4.2,1.3,2.1,1.3,4.5,2.8,7.5,8.7,13.7,1,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/19/3967148.htm","http://www.abc.net.au/reslib/201403/r1251539_16681495.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2014/03/19/3966813.htm","http://www.abc.net.au/reslib/201403/r1251334_16676431.jpg"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/03/18/3966320.htm","http://www.abc.net.au/reslib/201403/r1250912_16666230.jpg"
"Longreach","QLD",-23.4445,144.2475,4296,2109,2187,34.2,17,0.9,2.5,0.7,8.3,2.5,10.3,6.7,4.5,1.3,2,0.9,2.2,2,8.6,9.4,11.8,1.6,4.2,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/03/18/3966345.htm","http://www.abc.net.au/reslib/201403/r1250996_16668733.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/18/3966215.htm","http://www.abc.net.au/reslib/201403/r1250949_16667303.jpg"
"Adelaide","SA",-34.9295,138.5982,20920,10863,10057,30.6,0.6,1.3,4.6,1.1,3.5,2.3,8.7,11.7,2,3,3.4,1.7,12.7,3.1,7.8,10.2,15.1,2.6,2.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/18/3966164.htm","http://www.abc.net.au/reslib/201403/r1250841_16664923.jpg"
"Mount Isa","QLD",-20.7287,139.4897,22079,11792,10287,30.3,1.2,31.4,4.6,1.3,5.7,2.6,8.1,5.1,3.8,0.6,0.8,1.4,2.2,2.9,6,6.9,9.3,0.3,3.6,"Mining","http://www.abc.net.au/local/photos/2014/03/17/3965085.htm","http://www.abc.net.au/reslib/201403/r1250483_16657597.jpg"
"Orange","NSW",-33.2846,149.0988,39419,19425,19994,35.7,2,6.4,8.6,0.9,7.2,2.8,11.4,6.5,3.9,1,1.9,1.3,4.5,2.8,7,8.7,16.2,0.6,4.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/17/3965057.htm","http://www.abc.net.au/reslib/201403/r1250383_16654784.jpg"
"Bassendean","WA",-31.9058,115.9474,15179,7621,7558,38.3,0.2,3.9,8.5,1.2,8.9,3.8,9.6,5.3,5,1.3,2.8,1.9,7.8,3.4,8.7,8.4,11.3,1.9,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/12/3961977.htm","http://www.abc.net.au/reslib/201403/r1248364_16611651.jpg"
"Adelaide","SA",-34.9295,138.5982,20920,10863,10057,30.6,0.6,1.3,4.6,1.1,3.5,2.3,8.7,11.7,2,3,3.4,1.7,12.7,3.1,7.8,10.2,15.1,2.6,2.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/17/3964582.htm","http://www.abc.net.au/reslib/201403/r1250231_16651444.jpg"
"Launceston","TAS",-41.447,147.1386,67154,33135,34019,37.7,1.7,0.6,9.4,1.3,7.1,3.9,12.4,8.4,4.5,1.5,3.3,1.3,4.3,2.9,6.8,10.2,13,1.6,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/14/3963541.htm","http://www.abc.net.au/reslib/201403/r1249424_16635372.jpg"
"Hobart","TAS",-42.8847,147.3303,50482,25111,25371,37.9,1.3,0.3,3.7,1.9,4.1,1.8,9.6,9.3,1.8,2.6,2.9,1.6,9.9,2,13.7,12.7,13.8,2.8,3.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/14/3963557.htm","http://www.abc.net.au/reslib/201403/r1249432_16635645.jpg"
"Hobart","TAS",-42.8847,147.3303,50482,25111,25371,37.9,1.3,0.3,3.7,1.9,4.1,1.8,9.6,9.3,1.8,2.6,2.9,1.6,9.9,2,13.7,12.7,13.8,2.8,3.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/14/3963536.htm","http://www.abc.net.au/reslib/201403/r1249438_16635812.jpg"
"Broome","WA",-17.957,122.2395,15737,7962,7775,32.2,2.7,3.1,3,1.3,9.5,1.5,9.8,9.7,7.4,1.5,0.9,2,2.9,3.2,8.8,10.3,12.6,1.3,5.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/13/3962831.htm","http://www.abc.net.au/reslib/201403/r1248905_16624014.jpg"
"Launceston","TAS",-41.447,147.1386,67154,33135,34019,37.7,1.7,0.6,9.4,1.3,7.1,3.9,12.4,8.4,4.5,1.5,3.3,1.3,4.3,2.9,6.8,10.2,13,1.6,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/13/3962824.htm","http://www.abc.net.au/reslib/201403/r1248943_16625068.jpg"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/03/14/3963260.htm","http://www.abc.net.au/reslib/201403/r1249242_16631588.JPG"
"Bundaberg","QLD",-24.8683,152.3459,92063,45573,46490,42.8,9.4,2.3,8.6,1.1,8.1,3,12.8,6.4,3.8,0.8,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/13/3962627.htm","http://www.abc.net.au/reslib/201403/r1248957_16625320.JPG"
"Hobart","TAS",NULL,NULL,50482,25111,25371,37.9,1.3,0.3,3.7,1.9,4.1,1.8,9.6,9.3,1.8,2.6,2.9,1.6,9.9,2,13.7,12.7,13.8,2.8,3.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/06/3958309.htm","http://www.abc.net.au/reslib/201403/r1245726_16555195.JPG"
"Hobart","TAS",-42.8847,147.3303,50482,25111,25371,37.9,1.3,0.3,3.7,1.9,4.1,1.8,9.6,9.3,1.8,2.6,2.9,1.6,9.9,2,13.7,12.7,13.8,2.8,3.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/06/3958113.htm","http://www.abc.net.au/reslib/201403/r1245726_16555195.JPG"
"Launceston","TAS",-41.447,147.1386,67154,33135,34019,37.7,1.7,0.6,9.4,1.3,7.1,3.9,12.4,8.4,4.5,1.5,3.3,1.3,4.3,2.9,6.8,10.2,13,1.6,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/12/3961802.htm","http://www.abc.net.au/reslib/201403/r1248335_16610840.jpg"
"Townsville","QLD",-19.2643,146.8118,180114,90460,89654,33.2,0.5,2.9,7.6,1.6,9.9,3,10.7,6.9,5.1,1.4,1.6,1.6,4.7,3,11.9,8.1,12.5,1.3,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/12/3961947.htm","http://www.abc.net.au/reslib/201403/r1248371_16611875.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2014/03/11/3960690.htm","http://www.abc.net.au/reslib/201403/r1247501_16592730.jpg"
"Perth","WA",-31.9234,115.8834,18315,10153,8162,32.1,0.3,9.9,4.4,1.2,7.5,2.5,5.5,9.7,2.6,1.4,4.1,2,19.4,4.4,5.6,4.9,8.6,1.5,2.4,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2014/03/11/3961197.htm","http://www.abc.net.au/reslib/201403/r1245874_16558721.jpg"
"Wagin","WA",-33.3102,117.3418,1901,953,948,45.9,29.7,2.3,5.4,0.9,6,3.8,9.3,3.4,5,0.9,1.5,0.5,2.4,0.8,5.2,7.7,8.7,0.5,4.2,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/03/11/3961202.htm","http://www.abc.net.au/reslib/201403/r1247743_16598356.JPG"
"Hobart","TAS",-42.8847,147.3303,50482,25111,25371,37.9,1.3,0.3,3.7,1.9,4.1,1.8,9.6,9.3,1.8,2.6,2.9,1.6,9.9,2,13.7,12.7,13.8,2.8,3.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2014/03/11/3961114.htm","http://www.abc.net.au/reslib/201403/r1247777_16599058.jpg"
"Wagin","WA",-33.3102,117.3418,1901,953,948,45.9,29.7,2.3,5.4,0.9,6,3.8,9.3,3.4,5,0.9,1.5,0.5,2.4,0.8,5.2,7.7,8.7,0.5,4.2,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/03/11/3961027.htm","http://www.abc.net.au/reslib/201403/r1247337_16589246.jpg"
"Wagin","WA",-33.3102,117.3418,1901,953,948,45.9,29.7,2.3,5.4,0.9,6,3.8,9.3,3.4,5,0.9,1.5,0.5,2.4,0.8,5.2,7.7,8.7,0.5,4.2,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/03/10/3960563.htm","http://www.abc.net.au/reslib/201403/r1247337_16589246.jpg"
"Wagin","WA",-33.3102,117.3418,1901,953,948,45.9,29.7,2.3,5.4,0.9,6,3.8,9.3,3.4,5,0.9,1.5,0.5,2.4,0.8,5.2,7.7,8.7,0.5,4.2,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/03/11/3961027.htm","http://www.abc.net.au/reslib/201403/r1247337_16589246.jpg"
"Wagin","WA",-33.3102,117.3418,1901,953,948,45.9,29.7,2.3,5.4,0.9,6,3.8,9.3,3.4,5,0.9,1.5,0.5,2.4,0.8,5.2,7.7,8.7,0.5,4.2,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2014/03/10/3960563.htm","http://www.abc.net.au/reslib/201403/r1247337_16589246.jpg"
